fixselect,tax_1,tax_2,tax_3,tax_4,tax_5,tax_6,tax_7,tax_8,tax_bar,names(parsr),nam_1,nam_2,nam_3,nam_4,nam_5,nam_6,nam_7,nam_8,tax_fill
173303737_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST,173303737,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,BLAST,NA,Fibrobacteres,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fibrobacteres
173844612_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST,173844612,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,BLAST,NA,Fibrobacteres,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fibrobacteres
173799732_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST,173799732,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,BLAST,NA,Fibrobacteres,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fibrobacteres
097034615_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST,097034615,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,BLAST,NA,Fibrobacteres,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fibrobacteres
073187109_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST,073187109,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,BLAST,NA,Fibrobacteres,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fibrobacteres
163438979_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST,163438979,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,BLAST,NA,Fibrobacteres,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fibrobacteres
163453655_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST,163453655,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,BLAST,NA,Fibrobacteres,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fibrobacteres
173344462_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST,173344462,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,BLAST,NA,Fibrobacteres,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fibrobacteres
072827120_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST,072827120,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,BLAST,NA,Fibrobacteres,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fibrobacteres
074208626_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST,074208626,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,BLAST,NA,Fibrobacteres,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fibrobacteres
088659456_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST,088659456,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,BLAST,NA,Fibrobacteres,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fibrobacteres
012819956_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_PFAM,012819956,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,PFAM,NA,Fibrobacteres,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fibrobacteres
109571802_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST,109571802,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,BLAST,NA,Fibrobacteres,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fibrobacteres
173389720_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST,173389720,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,BLAST,NA,Fibrobacteres,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fibrobacteres
173475231_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST,173475231,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,BLAST,NA,Fibrobacteres,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fibrobacteres
135105215_Bacteroidetes_Bacteroidia_Bacteroidales_Dysgonamonadaceae_Dysgonomonas_BLAST,135105215,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonamonadaceae,Dysgonomonas,BLAST,NA,Bacteroidetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteroidetes
006842839_Bacteroidetes_Bacteroidia_Bacteroidales_Dysgonamonadaceae_Dysgonomonas_PFAM,006842839,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonamonadaceae,Dysgonomonas,PFAM,NA,Bacteroidetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteroidetes
OJX64339_Bacteroidetes_Bacteroidia_Bacteroidales_Dysgonamonadaceae_Dysgonomonas_BLAST,OJX64339,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonamonadaceae,Dysgonomonas,BLAST,NA,Bacteroidetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteroidetes
SBV91655_Unknown_Unknown_Unknown_Unknown_uncultured_BLAST,SBV91655,Unknown,Unknown,Unknown,Unknown,uncultured,BLAST,NA,uncultured,SBV91655.1 conserved hypothetical protein [uncultured Dysgonomonas sp.],SBV91655.1,conserved,hypothetical,protein,[uncultured,Dysgonomonas,sp.],NA,NA
036900610_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM,036900610,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,PFAM,NA,Bacteroidetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteroidetes
021312240_Bacteroidetes_Unknown_Unknown_Unknown_Bacteroidetes_PFAM,021312240,Bacteroidetes,Unknown,Unknown,Unknown,Bacteroidetes,PFAM,NA,Bacteroidetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteroidetes
013610946_Bacteroidetes_Bacteroidia_Bacteroidales_Odoribacteraceae_Odoribacter_PFAM,013610946,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,PFAM,NA,Bacteroidetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteroidetes
011966844_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_PFAM,011966844,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,PFAM,NA,Bacteroidetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteroidetes
008156851_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_PFAM,008156851,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,PFAM,NA,Bacteroidetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteroidetes
024996041_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM,024996041,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,PFAM,NA,Bacteroidetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteroidetes
073402810_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM,073402810,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,PFAM,NA,Bacteroidetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteroidetes
PKP35894_Unknown_Unknown_Unknown_Unknown_Bacteroidetes_BLAST,PKP35894,Unknown,Unknown,Unknown,Unknown,Bacteroidetes,BLAST,NA,Bacteroidetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteroidetes
PID92182_Unknown_Unknown_Unknown_Unknown_Bacteroidetes_BLAST,PID92182,Unknown,Unknown,Unknown,Unknown,Bacteroidetes,BLAST,NA,Bacteroidetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteroidetes
073003650_Bacteroidetes_Bacteroidia_Marinilabiliales_Prolixibacteraceae_Mariniphaga_PFAM,073003650,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Mariniphaga,PFAM,NA,Bacteroidetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteroidetes
PKP21235_Unknown_Unknown_Unknown_Unknown_Bacteroidetes_BLAST,PKP21235,Unknown,Unknown,Unknown,Unknown,Bacteroidetes,BLAST,NA,Bacteroidetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteroidetes
PKP48639_Unknown_Unknown_Unknown_Unknown_Bacteroidetes_BLAST,PKP48639,Unknown,Unknown,Unknown,Unknown,Bacteroidetes,BLAST,NA,Bacteroidetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteroidetes
159523895_Bacteroidetes_Bacteroidia_Marinilabiliales_Prolixibacteraceae_Sunxiuqinia_BLAST,159523895,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Sunxiuqinia,BLAST,NA,Bacteroidetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteroidetes
KGN82073_Unknown_Unknown_Unknown_Unknown_Porphyromonadaceae_BLAST,KGN82073,Unknown,Unknown,Unknown,Unknown,Porphyromonadaceae,BLAST,NA,Porphyromonadaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Porphyromonadaceae
009216577_Bacteroidetes_Unknown_Unknown_Unknown_Bacteroidetes_PFAM,009216577,Bacteroidetes,Unknown,Unknown,Unknown,Bacteroidetes,PFAM,NA,Bacteroidetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteroidetes
RKV83380_Unknown_Unknown_Unknown_Unknown_Bacteroidetes_BLAST,RKV83380,Unknown,Unknown,Unknown,Unknown,Bacteroidetes,BLAST,NA,Bacteroidetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteroidetes
VVB77801_Unknown_Unknown_Unknown_Unknown_uncultured_BLAST,VVB77801,Unknown,Unknown,Unknown,Unknown,uncultured,BLAST,NA,uncultured,"VVB77801.1 7,8-dihydro-6-hydroxymethylpterin dimethyltransferase [uncultured archaeon]",VVB77801.1,"7,8-dihydro-6-hydroxymethylpterin",dimethyltransferase,[uncultured,archaeon],NA,NA,NA,NA
EKD50889_Unknown_Unknown_Unknown_Unknown_uncultured_BLAST,EKD50889,Unknown,Unknown,Unknown,Unknown,uncultured,BLAST,NA,uncultured,EKD50889.1 Radical SAM [uncultured bacterium],EKD50889.1,Radical,SAM,[uncultured,bacterium],NA,NA,NA,NA
OGR57005_Unknown_Unknown_Unknown_Unknown_Elusimicrobia_BLAST,OGR57005,Unknown,Unknown,Unknown,Unknown,Elusimicrobia,BLAST,NA,Elusimicrobia,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elusimicrobia
052418762_Unknown_Unknown_Unknown_Unknown_Methanolacinia_BLAST,052418762,Unknown,Unknown,Unknown,Unknown,Methanolacinia,BLAST,NA,Methanolacinia,NA,NA,NA,NA,NA,NA,NA,NA,NA,Methanolacinia
PWB55163_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST,PWB55163,Unknown,Unknown,Unknown,Unknown,Candidatus,BLAST,NA,Candidatus,PWB55163.1 radical SAM/SPASM domain-containing protein [Candidatus Methanoperedenaceae archaeon],PWB55163.1,radical,SAM/SPASM,domain-containing,protein,[Candidatus,Methanoperedenaceae,archaeon],NA
AKB53046_Unknown_Unknown_Unknown_Unknown_Methanosarcina_BLAST,AKB53046,Unknown,Unknown,Unknown,Unknown,Methanosarcina,BLAST,NA,Methanosarcina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Methanosarcina
048116330_Unknown_Unknown_Unknown_Unknown_Methanosarcina_BLAST,048116330,Unknown,Unknown,Unknown,Unknown,Methanosarcina,BLAST,NA,Methanosarcina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Methanosarcina
094082263_Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_Prosthecochloris_BLAST,094082263,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Prosthecochloris,BLAST,NA,Chlorobi,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chlorobi
166808071_Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_Chlorobium_BLAST,166808071,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,BLAST,NA,Chlorobi,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chlorobi
076791343_Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_Chlorobium_BLAST,076791343,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,BLAST,NA,Chlorobi,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chlorobi
006366888_Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_Chlorobium_BLAST,006366888,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,BLAST,NA,Chlorobi,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chlorobi
011699278_Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophobacteraceae_Syntrophobacter_BLAST,011699278,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
011699169_Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophobacteraceae_Syntrophobacter_BLAST,011699169,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
154277714_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_BLAST,154277714,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,BLAST,NA,Firmicutes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Firmicutes
OGO19432_Unknown_Unknown_Unknown_Unknown_Chloroflexi_BLAST,OGO19432,Unknown,Unknown,Unknown,Unknown,Chloroflexi,BLAST,NA,Chloroflexi,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chloroflexi
KAB2887727_Unknown_Unknown_Unknown_Unknown_Desulfobulbaceae_BLAST,KAB2887727,Unknown,Unknown,Unknown,Unknown,Desulfobulbaceae,BLAST,NA,Desulfobulbaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Desulfobulbaceae
166807524_Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_Chlorobium_BLAST,166807524,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,BLAST,NA,Chlorobi,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chlorobi
EAT58655_Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_Chlorobium_BLAST,EAT58655,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,BLAST,NA,Chlorobi,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chlorobi
156778040_Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_Chlorobium_BLAST,156778040,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,BLAST,NA,Chlorobi,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chlorobi
092439154_Bacteroidetes_Bacteroidia_Bacteroidales_Williamwhitmaniaceae_Williamwhitmania_BLAST,092439154,Bacteroidetes,Bacteroidia,Bacteroidales,Williamwhitmaniaceae,Williamwhitmania,BLAST,NA,Bacteroidetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteroidetes
AFL68640_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Sulfurospirillum_BLAST,AFL68640,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,BLAST,NA,Epsilonproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Epsilonproteobacteria
156790521_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Sulfurospirillum_BLAST,156790521,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,BLAST,NA,Epsilonproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Epsilonproteobacteria
048166571_Unknown_Unknown_Unknown_Unknown_Methanosarcina_BLAST,048166571,Unknown,Unknown,Unknown,Unknown,Methanosarcina,BLAST,NA,Methanosarcina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Methanosarcina
054298211_Unknown_Unknown_Unknown_Unknown_Methanosarcina_BLAST,054298211,Unknown,Unknown,Unknown,Unknown,Methanosarcina,BLAST,NA,Methanosarcina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Methanosarcina
095643949_Unknown_Unknown_Unknown_Unknown_Methanosarcina_BLAST,095643949,Unknown,Unknown,Unknown,Unknown,Methanosarcina,BLAST,NA,Methanosarcina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Methanosarcina
AKB81976_Unknown_Unknown_Unknown_Unknown_Methanosarcina_BLAST,AKB81976,Unknown,Unknown,Unknown,Unknown,Methanosarcina,BLAST,NA,Methanosarcina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Methanosarcina
048107388_Unknown_Unknown_Unknown_Unknown_Methanosarcina_BLAST,048107388,Unknown,Unknown,Unknown,Unknown,Methanosarcina,BLAST,NA,Methanosarcina,NA,NA,NA,NA,NA,NA,NA,NA,NA,Methanosarcina
RQW77235_Unknown_Unknown_Unknown_Unknown_Methanothrix_BLAST,RQW77235,Unknown,Unknown,Unknown,Unknown,Methanothrix,BLAST,NA,Methanothrix,NA,NA,NA,NA,NA,NA,NA,NA,NA,Methanothrix
OPY52688_Unknown_Unknown_Unknown_Unknown_Methanosaeta_BLAST,OPY52688,Unknown,Unknown,Unknown,Unknown,Methanosaeta,BLAST,NA,Methanosaeta,NA,NA,NA,NA,NA,NA,NA,NA,NA,Methanosaeta
092362552_Unknown_Unknown_Unknown_Unknown_Enterocloster_BLAST,092362552,Unknown,Unknown,Unknown,Unknown,Enterocloster,BLAST,NA,Enterocloster,NA,NA,NA,NA,NA,NA,NA,NA,NA,Enterocloster
173897816_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Faecalicatena_BLAST,173897816,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Faecalicatena,BLAST,NA,Firmicutes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Firmicutes
OKZ97712_Unknown_Unknown_Unknown_Unknown_Clostridiales_BLAST,OKZ97712,Unknown,Unknown,Unknown,Unknown,Clostridiales,BLAST,NA,Clostridiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clostridiales
SCX14591_Unknown_Unknown_Unknown_Unknown_Ruminococcaceae_BLAST,SCX14591,Unknown,Unknown,Unknown,Unknown,Ruminococcaceae,BLAST,NA,Ruminococcaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ruminococcaceae
PWM40915_Unknown_Unknown_Unknown_Unknown_Clostridiales_BLAST,PWM40915,Unknown,Unknown,Unknown,Unknown,Clostridiales,BLAST,NA,Clostridiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clostridiales
OGR01172_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST,OGR01172,Unknown,Unknown,Unknown,Unknown,Deltaproteobacteria,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
PKN17872_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST,PKN17872,Unknown,Unknown,Unknown,Unknown,Deltaproteobacteria,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
OGQ89240_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST,OGQ89240,Unknown,Unknown,Unknown,Unknown,Deltaproteobacteria,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
OGR08413_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST,OGR08413,Unknown,Unknown,Unknown,Unknown,Deltaproteobacteria,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
OIP38405_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST,OIP38405,Unknown,Unknown,Unknown,Unknown,Deltaproteobacteria,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
PKN58340_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST,PKN58340,Unknown,Unknown,Unknown,Unknown,Deltaproteobacteria,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
OQA18300_Unknown_Unknown_Unknown_Unknown_bacterium_BLAST,OQA18300,Unknown,Unknown,Unknown,Unknown,bacterium,BLAST,NA,bacterium,OQA18300.1 Antilisterial bacteriocin subtilosin biosynthesis protein AlbA [bacterium ADurb.Bin363],OQA18300.1,Antilisterial,bacteriocin,subtilosin,biosynthesis,protein,AlbA,[bacterium ADurb.Bin363],NA
OQA18304_Unknown_Unknown_Unknown_Unknown_bacterium_BLAST,OQA18304,Unknown,Unknown,Unknown,Unknown,bacterium,BLAST,NA,bacterium,OQA18304.1 Antilisterial bacteriocin subtilosin biosynthesis protein AlbA [bacterium ADurb.Bin363],OQA18304.1,Antilisterial,bacteriocin,subtilosin,biosynthesis,protein,AlbA,[bacterium ADurb.Bin363],NA
009148043_Proteobacteria_Gammaproteobacteria_Chromatiales_Chromatiaceae_Thiorhodovibrio_BLAST,009148043,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodovibrio,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
TAJ14541_Unknown_Unknown_Unknown_Unknown_Marinilabiliaceae_BLAST,TAJ14541,Unknown,Unknown,Unknown,Unknown,Marinilabiliaceae,BLAST,NA,Marinilabiliaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marinilabiliaceae
RPH29758_Unknown_Unknown_Unknown_Unknown_Bacteroidales_BLAST,RPH29758,Unknown,Unknown,Unknown,Unknown,Bacteroidales,BLAST,NA,Bacteroidales,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteroidales
054742630_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Cellulosilyticum_BLAST,054742630,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,BLAST,NA,Firmicutes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Firmicutes
180143064_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfoluna_BLAST,180143064,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfoluna,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
092211847_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfoluna_BLAST,092211847,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfoluna,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
152006267_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfoluna_BLAST,152006267,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfoluna,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
068473543_Bacteroidetes_Bacteroidia_Marinilabiliales_Marinilabiliaceae_Saccharicrinis_BLAST,068473543,Bacteroidetes,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Saccharicrinis,BLAST,NA,Bacteroidetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteroidetes
051869376_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Kineothrix_PFAM,051869376,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Kineothrix,PFAM,NA,Firmicutes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Firmicutes
074461463_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_BLAST,074461463,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,BLAST,NA,Firmicutes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Firmicutes
092336214_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_BLAST,092336214,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,BLAST,NA,Firmicutes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Firmicutes
081811964_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_BLAST,081811964,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,BLAST,NA,Firmicutes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Firmicutes
051198938_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_BLAST,051198938,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,BLAST,NA,Firmicutes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Firmicutes
173345862_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST,173345862,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,BLAST,NA,Fibrobacteres,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fibrobacteres
173357463_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST,173357463,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,BLAST,NA,Fibrobacteres,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fibrobacteres
173341752_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST,173341752,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,BLAST,NA,Fibrobacteres,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fibrobacteres
173555575_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST,173555575,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,BLAST,NA,Fibrobacteres,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fibrobacteres
173473327_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST,173473327,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,BLAST,NA,Fibrobacteres,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fibrobacteres
