"","dendcut","dendcut10","dendcut11","dendcut12","dendcut13","dendcut14","dendcut15","dendcut16","dendcut17","dendcut18","dendcut19","dendcut20","dendcut21","dendcut22","dendcut23"
"WP_076334700_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_057301448_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_066544178_Firmicutes_Bacilli_Bacillales_Planococcaceae_Caryophanon_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_036151771_Firmicutes_Bacilli_Bacillales_Bacillaceae_Lysinibacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_036188734_Firmicutes_Bacilli_Bacillales_Bacillaceae_Lysinibacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_038178633_Firmicutes_Bacilli_Bacillales_Planococcaceae_Viridibacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_053581977_Firmicutes_Bacilli_Bacillales_Bacillaceae_Lysinibacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_058844185_Firmicutes_Bacilli_Bacillales_Bacillaceae_Lysinibacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_065291302_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_046678109_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_036731254_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_042124302_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_036650115_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_025333390_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_009223191_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_072581637_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_053401855_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_007200177_Firmicutes_Bacilli_Bacillales_Bacillaceae_Fictibacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_034744251_Firmicutes_Terrabacteria_group_Bacillales_NA_Alkalihalobacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_034628969_Firmicutes_Bacilli_Bacillaceae_NA_Alkalihalobacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_049683827_Firmicutes_Bacilli_Bacillales_Bacillaceae_Peribacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_049683571_Firmicutes_Bacilli_Bacillales_Bacillaceae_Peribacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_073279725_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_073587358_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_066239802_Firmicutes_Negativicutes_Selenomonadales_Sporomusaceae_Anaerosporomusa_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_007932967_Firmicutes_Negativicutes_Selenomonadales_Sporomusaceae_Pelosinus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_038668754_Firmicutes_Negativicutes_Selenomonadales_Sporomusaceae_Pelosinus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_039315068_Firmicutes_Terrabacteria_group_Clostridiaceae_Clostridiaceae_Clostridium_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_054397486_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_009169971_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_015392638_Firmicutes_Clostridiaceae_Clostridiales_Clostridiaceae_Clostridium_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_056476326_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_011373310_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Sulfurimonas_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_067329106_Proteobacteria_Epsilonproteobacteria_No_order_No_family_Sulfurovum_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_008243452_Proteobacteria_Epsilonproteobacteria_No_order_No_family_Sulfurovum_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_013768105_Bacteroidetes_Saprospiria_Saprospirales_Haliscomenobacteraceae_Haliscomenobacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_014243564_Proteobacteria_Oligoflexia_Bacteriovoracales_Halobacteriovoraceae_Halobacteriovorax_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_073230703_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_011388519_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Rhodospirillum_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_013179626_Euryarchaeota_Methanococcaceae_Methanococcales_NA_Methanococcus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_011171031_Euryarchaeota_Euryarchaeota_Methanococcaceae_NA_Methanococcus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_010192636_Thaumarchaeota_Nitrosopumilaceae_Nitrosarchaeum_NA_Nitrosarchaeum_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_007220727_Planctomycetes_PVC_group_Candidatus_Brocadiaceae_NA_Jettenia_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_027842473_Cyanobacteria_No_class_Nostocales_Hapalosiphonaceae_Mastigocoleus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_017747370_Cyanobacteria_No_class_Nostocales_Scytonemataceae_Scytonema_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_021758601_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_006928283_Calditrichaeota_Calditrichae_Calditrichales_Calditrichaceae_Caldithrix_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_052522148_Bacteroidetes_Bacteroidia_Marinilabiliales_Marinilabiliaceae_Saccharicrinis_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_035074680_Bacteroidetes_Cytophagia_Cytophagales_Cytophagaceae_Anditalea_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_008198120_Bacteroidetes_Cytophagia_Cytophagales_Cyclobacteriaceae_Algoriphagus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_014771569_Bacteroidetes_Cytophagia_Cytophagales_Cyclobacteriaceae_Belliella_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_019596415_Bacteroidetes_Cytophagia_Cytophagales_Cytophagaceae_Rhodonellum_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_009183591_Bacteroidetes_Cytophagia_Cytophagales_Cyclobacteriaceae_Cecembia_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_009033132_Bacteroidetes_Cytophagia_Cytophagales_Cyclobacteriaceae_Indibacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_013685893_Bacteroidetes_Flavobacteriia_Flavobacteriales_Crocinitomicaceae_Fluviicola_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_054041739_Unknown_Unknown_Unknown_Unknown_Bacteria_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_068214924_Bacteroidetes_Saprospiria_Saprospirales_Lewinellaceae_Lewinella_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_044216877_Bacteroidetes_Saprospiria_Saprospirales_Haliscomenobacteraceae_Phaeodactylibacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_013764654_Bacteroidetes_Saprospiria_Saprospirales_Haliscomenobacteraceae_Haliscomenobacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_015693333_Bacteroidetes_Saprospiria_Saprospirales_Saprospiraceae_Saprospira_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_013454314_Bacteroidetes_Cytophagia_Cytophagales_Flammeovirgaceae_Marivirga_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_073046651_Bacteroidetes_Chitinophagia_Chitinophagales_Chitinophagaceae_Cnuella_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_066409830_Bacteroidetes_Chitinophagia_Chitinophagales_Chitinophagaceae_Flavisolibacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_072834924_Bacteroidetes_Chitinophagia_Chitinophagales_Chitinophagaceae_Flavisolibacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_039126132_Bacteroidetes_Chitinophagia_Chitinophagales_Chitinophagaceae_Flavihumibacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_046368409_Bacteroidetes_Chitinophagia_Chitinophagales_Chitinophagaceae_Flavihumibacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_039139525_Bacteroidetes_Chitinophagia_Chitinophagales_Chitinophagaceae_Flavihumibacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_014222380_Bacteroidetes_Chitinophagia_Chitinophagales_Chitinophagaceae_Niastella_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_066206163_Bacteroidetes_Chitinophagia_Chitinophagales_Chitinophagaceae_Arachidicoccus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_076375817_Bacteroidetes_Chitinophagia_Chitinophagales_Chitinophagaceae_Filimonas_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_008588524_Bacteroidetes_Chitinophagia_Chitinophagales_Chitinophagaceae_Niabella_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_067754921_Bacteroidetes_Chitinophagia_Chitinophagales_Chitinophagaceae_Niabella_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_074241616_Bacteroidetes_Chitinophagia_Chitinophagales_Chitinophagaceae_Chitinophaga_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_073082685_Bacteroidetes_Chitinophagia_Chitinophagales_Chitinophagaceae_Chitinophaga_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_012788470_Bacteroidetes_Chitinophagia_Chitinophagales_Chitinophagaceae_Chitinophaga_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_072366235_Bacteroidetes_Chitinophagia_Chitinophagales_Chitinophagaceae_Chitinophaga_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_009193561_Bacteroidetes_Cytophagia_Cytophagales_Flammeovirgaceae_Cesiribacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_066512559_Bacteroidetes_Cytophagia_Cytophagales_Hymenobacteraceae_Rufibacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_048922175_Bacteroidetes_Cytophagia_Cytophagales_Hymenobacteraceae_Rufibacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_062543494_Bacteroidetes_Cytophagia_Cytophagales_Hymenobacteraceae_Rufibacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_076421336_Bacteroidetes_Cytophagia_Cytophagales_Hymenobacteraceae_Pontibacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_046314160_Bacteroidetes_Cytophagia_Cytophagales_Hymenobacteraceae_Pontibacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_068837713_Bacteroidetes_Cytophagia_Cytophagales_Hymenobacteraceae_Pontibacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_059071604_Bacteroidetes_Cytophagia_Cytophagales_No_family_Solirubrum_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_068340027_Bacteroidetes_Cytophagia_Cytophagales_Hymenobacteraceae_Hymenobacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_068237858_Bacteroidetes_Cytophagia_Cytophagales_Hymenobacteraceae_Hymenobacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_068190635_Bacteroidetes_Cytophagia_Cytophagales_Hymenobacteraceae_Hymenobacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_044015259_Bacteroidetes_Cytophagia_Cytophagales_Hymenobacteraceae_Hymenobacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_044003823_Bacteroidetes_Cytophagia_Cytophagales_Hymenobacteraceae_Hymenobacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_044510746_Bacteroidetes_Cytophagia_Cytophagales_Hymenobacteraceae_Hymenobacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_073105574_Bacteroidetes_Cytophagia_Cytophagales_Hymenobacteraceae_Hymenobacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_004156522_Bacteroidetes_Cytophagia_Cytophagales_Microscillaceae_Microscilla_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_056289883_Bacteroidetes_Cytophagia_Cytophagales_Cytophagaceae_Dyadobacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_012779824_Bacteroidetes_Cytophagia_Cytophagales_Cytophagaceae_Dyadobacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_015332670_Bacteroidetes_Cytophagia_Cytophagales_Cytophagaceae_Fibrella_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_009284001_Bacteroidetes_Cytophagia_Cytophagales_Cytophagaceae_Fibrisoma_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_077131822_Bacteroidetes_Cytophagia_Cytophagales_Cytophagaceae_Spirosoma_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_046375885_Bacteroidetes_Cytophagia_Cytophagales_Cytophagaceae_Spirosoma_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_071502357_Bacteroidetes_Cytophagia_Cytophagales_Cytophagaceae_Arsenicibacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_055151160_Bacteroidetes_Cytophagia_Cytophagales_Cytophagaceae_Jiulongibacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_009579248_Bacteroidetes_Cytophagia_Cytophagales_Flammeovirgaceae_Fulvivirga_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_062591012_Bacteroidetes_Cytophagia_Cytophagales_Flammeovirgaceae_Roseivirga_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_068216382_Bacteroidetes_Cytophagia_Cytophagales_Flammeovirgaceae_Roseivirga_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_073141471_Bacteroidetes_Cytophagia_Cytophagales_No_family_Chryseolinea_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_045460721_Bacteroidetes_Cytophagia_Cytophagales_Cytophagaceae_Sporocytophaga_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_013407298_Bacteroidetes_Cytophagia_Cytophagales_Cytophagaceae_Leadbetterella_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_066208294_Bacteroidetes_Cytophagia_Cytophagales_Flammeovirgaceae_Flammeovirga_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_013446341_Bacteroidetes_Bacteroidia_Bacteroidales_Paludibacteraceae_Paludibacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_011697673_Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophobacteraceae_Syntrophobacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_019297185_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Leisingera_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_015925779_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Ruminiclostridium_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_012056735_Thermotogae_Thermotogae_Thermotogales_Fervidobacteriaceae_Thermosipho_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_014958876_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfobacula_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_012857981_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Sulfurospirillum_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_066134467_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Haematospirillum_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_011390553_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Rhodospirillum_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_006655347_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Helicobacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_075600514_Cyanobacteria_No_class_Synechococcales_Leptolyngbyaceae_Leptolyngbya_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_023074482_Cyanobacteria_No_class_Synechococcales_Leptolyngbyaceae_Leptolyngbya_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_007353958_Cyanobacteria_No_class_Oscillatoriales_Microcoleaceae_Kamptonema_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_041042859_Cyanobacteria_No_class_Nostocales_Tolypothrichaceae_Tolypothrix_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_015173938_Cyanobacteria_No_class_Nostocales_Rivulariaceae_Calothrix_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_012056734_Thermotogae_Thermotogae_Thermotogales_Fervidobacteriaceae_Thermosipho_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_021167774_Firmicutes_Negativicutes_Selenomonadales_Sporomusaceae_Sporomusa_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_011736604_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Pelobacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_015850941_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_020885480_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfohalovibrio_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_010937492_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_015415362_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Pseudodesulfovibrio_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_027305679_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Campylobacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_063833573_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Skermanella_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_006656794_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Helicobacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_010940262_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_021288448_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Sulfurimonas_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_011527306_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Lawsonia_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_052220210_Firmicutes_Clostridiales_Clostridia_Clostridiaceae_Clostridium_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_016217858_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_016228147_Firmicutes_Terrabacteria_group_Clostridiales_NA_Lachnospiraceae_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_046020745_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Magnetospira_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_041100899_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Sterolibacteriaceae_Sulfuritalea_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_003588387_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Rhizobium_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_012532153_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_069702324_Firmicutes_Bacilli_Bacillales_No_family_Desulfuribacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_036936611_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Pseudobacteroides_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_075363564_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfosporosinus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_010364961_Proteobacteria_Gammaproteobacteria_Alteromonadales_Pseudoalteromonadaceae_Pseudoalteromonas_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_072283322_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Pelobacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_014245635_Proteobacteria_Oligoflexia_Bacteriovoracales_Halobacteriovoraceae_Halobacteriovorax_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_071063677_Firmicutes_Tissierellia_Tissierellales_Gottschalkiaceae_Andreesenia_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_068498029_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Magnetospirillum_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_013009800_Deferribacteres_Deferribacteres_Deferribacterales_Deferribacteraceae_Denitrovibrio_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_054466162_Cyanobacteria_No_class_Oscillatoriales_Microcoleaceae_Planktothricoides_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_069700618_Firmicutes_Bacilli_Bacillales_No_family_Desulfuribacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_006193461_Firmicutes_Negativicutes_Selenomonadales_Selenomonadaceae_Selenomonas_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_016216299_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_016295561_Firmicutes_Clostridiales_Terrabacteria_group_NA_Lachnospiraceae_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_013280509_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_074649735_Firmicutes_Clostridiaceae_Clostridiales_NA_Clostridium_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_014240879_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_069296679_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_Methylophaga_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_039288203_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Novosphingobium_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_007195983_Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_Hoeflea_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_028738928_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Rhizobium_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_044076670_Cyanobacteria_No_class_Synechococcales_Prochlorotrichaceae_Prochlorothrix_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
"WP_067552961_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Oceanibaculum_PFAM",3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
